_id,FirstName,LastName,AnnualIncome,ProductName,Year
63dcb07e6b82cb33bce3c593,JARED,COOK,10000,"""Road-150 Red, 62""",2015
63dcb07e6b82cb33bce3c598,ALISHA,CHANDER,10000,"""Mountain-200 Silver, 42""",2015
63dcb07e6b82cb33bce3c5a5,TIFFANY,ZHAO,10000,"""Road-250 Red, 44""",2015
63dcb07e6b82cb33bce3c5dc,TRACY,CHANDE,10000,"""Mountain-200 Black, 46""",2015
63dcb07e6b82cb33bce3c603,KELLIE,HERNANDEZ,10000,"""Mountain-200 Silver, 42""",2015
63dcb07e6b82cb33bce3c605,MANUEL,MADAN,10000,"""Road-250 Red, 48""",2015
63dcb07e6b82cb33bce3c63c,BRITTNEY,MA,10000,"""Mountain-200 Silver, 42""",2015
63dcb07e6b82cb33bce3c661,CARMEN,MARTINEZ,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3c667,CEDRIC,SHE,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c66b,GAVIN,PERRY,10000,"""Mountain-200 Black, 46""",2015
63dcb07e6b82cb33bce3c673,FRANCIS,SANZ,10000,"""Mountain-200 Black, 46""",2015
63dcb07e6b82cb33bce3c677,LYDIA,SANCHEZ,10000,"""Mountain-200 Black, 38""",2015
63dcb07e6b82cb33bce3c698,KATHLEEN,GILL,10000,"""Road-650 Black, 52""",2015
63dcb07e6b82cb33bce3c6a0,ANA,BRYANT,10000,"""Road-250 Red, 44""",2015
63dcb07e6b82cb33bce3c6a2,BRIANA,DOMINGUEZ,10000,"""Mountain-200 Black, 38""",2015
63dcb07e6b82cb33bce3c6ae,JOY,NAVARRO,10000,"""Road-250 Red, 44""",2015
63dcb07e6b82cb33bce3c6be,DOUGLAS,MEHTA,10000,"""Road-550-W Yellow, 38""",2015
63dcb07e6b82cb33bce3c6e7,TOMMY,PAL,10000,"""Road-250 Black, 58""",2015
63dcb07e6b82cb33bce3c6f2,JORDAN,FOSTER,10000,"""Road-650 Black, 58""",2015
63dcb07e6b82cb33bce3c6f5,KRISTINA,FERNANDEZ,10000,"""Mountain-200 Silver, 46""",2015
63dcb07e6b82cb33bce3c702,IAN,MARTINEZ,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c706,TYRONE,ORTEGA,10000,"""Mountain-200 Silver, 46""",2015
63dcb07e6b82cb33bce3c708,TERRANCE,SARA,10000,"""Road-650 Red, 58""",2015
63dcb07e6b82cb33bce3c717,MARSHALL,ZHU,10000,"""Mountain-200 Black, 38""",2015
63dcb07e6b82cb33bce3c721,CARLA,PRASAD,10000,"""Road-250 Red, 58""",2015
63dcb07e6b82cb33bce3c733,REBEKAH,MORENO,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3c76c,MALLORY,MUNOZ,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c774,ALAN,HE,10000,"""Mountain-200 Silver, 46""",2015
63dcb07e6b82cb33bce3c7d2,JODI,KUMAR,10000,"""Road-250 Black, 48""",2015
63dcb07e6b82cb33bce3c7e4,BRENDAN,XIE,10000,"""Mountain-200 Silver, 46""",2015
63dcb07e6b82cb33bce3c7f2,RAFAEL,MA,10000,"""Mountain-200 Black, 38""",2015
63dcb07e6b82cb33bce3c7f9,MADALENA,SANCHEZ,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c82c,COLLEEN,NARA,10000,"""Road-250 Black, 44""",2015
63dcb07e6b82cb33bce3c83a,DANNY,JIMÉNEZ,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3c854,BETH,ORTEGA,10000,"""Mountain-200 Silver, 46""",2015
63dcb07e6b82cb33bce3c85a,GEORGE,MCDONALD,10000,"""Mountain-100 Silver, 38""",2015
63dcb07e6b82cb33bce3c85c,SHARON,RAJE,10000,"""Mountain-200 Silver, 46""",2015
63dcb07e6b82cb33bce3c862,HENRY,FERNANDEZ,10000,"""Road-250 Red, 44""",2015
63dcb07e6b82cb33bce3c86d,BRAD,XIE,10000,"""Road-550-W Yellow, 42""",2015
63dcb07e6b82cb33bce3c879,GABRIELLA,YOUNG,10000,"""Road-550-W Yellow, 40""",2015
63dcb07e6b82cb33bce3c886,KELVIN,ZHANG,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c89d,KATHLEEN,NAVARRO,10000,"""Road-150 Red, 56""",2015
63dcb07e6b82cb33bce3c8b4,MICHAEL,MILLER,10000,"""Road-250 Black, 58""",2015
63dcb07e6b82cb33bce3c8de,RUBEN,MARTIN,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3c8e5,ALEXIS,LONG,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3c8eb,JARRED,GILL,10000,"""Mountain-100 Black, 38""",2015
63dcb07e6b82cb33bce3c902,ARMANDO,VAZQUEZ,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3c90e,ALEJANDRO,LAL,10000,"""Mountain-200 Black, 46""",2015
63dcb07e6b82cb33bce3c910,JUAN,VAZQUEZ,10000,"""Road-250 Red, 58""",2015
63dcb07e6b82cb33bce3c916,CLARENCE,XIE,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3c918,CLARENCE,SHAN,10000,"""Road-250 Red, 58""",2015
63dcb07e6b82cb33bce3c940,KARA,LAL,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3c945,ARTHUR,FERNANDEZ,10000,"""Road-250 Red, 58""",2015
63dcb07e6b82cb33bce3c947,IAN,PRICE,10000,"""Road-250 Red, 48""",2015
63dcb07e6b82cb33bce3c952,CAROLYN,GONZALEZ,10000,"""Road-250 Black, 44""",2015
63dcb07e6b82cb33bce3c955,FAITH,WARD,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c95c,JOSEPH,TAYLOR,10000,"""Mountain-200 Black, 46""",2015
63dcb07e6b82cb33bce3c969,LANCE,SANZ,10000,"""Road-250 Red, 58""",2015
63dcb07e6b82cb33bce3c980,KAREN,CAI,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3c982,MITCHELL,XU,10000,"""Mountain-200 Silver, 42""",2015
63dcb07e6b82cb33bce3c99a,KELVIN,SHEN,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3c99f,MARGARET,XU,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3c9a3,ANDRE,ARUN,10000,"""Mountain-200 Black, 42""",2015
63dcb07e6b82cb33bce3c9c4,ALFREDO,NAVARRO,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3c9e6,SEAN,HERNANDEZ,10000,"""Mountain-200 Silver, 38""",2015
63dcb07e6b82cb33bce3ca0d,JULIE,JAI,10000,"""Road-650 Black, 60""",2015
63dcb07e6b82cb33bce3ca0f,KARI,GOMEZ,10000,"""Mountain-200 Silver, 42""",2015
63dcb07e6b82cb33bce3ca3c,STANLEY,SANCHEZ,10000,"""Road-250 Black, 52""",2015
63dcb07e6b82cb33bce3ca46,KATELYN,GREEN,10000,"""Road-650 Black, 44""",2015
63dcb07e6b82cb33bce3ca5a,KELLY,FLORES,10000,"""Road-250 Red, 52""",2015
63dcb07e6b82cb33bce3ca75,ISABELLE,PATTERSON,10000,"""Mountain-200 Black, 38""",2015
63dcb07e6b82cb33bce3ca89,BRENDAN,GOLDSTEIN,10000,"""Mountain-200 Black, 42""",2015
